date,value
1922-08-01,8.0200
1922-09-01,8.2700
1922-10-01,8.0668
1922-11-01,8.0000
1922-12-01,7.9600
1923-01-01,8.1500
1923-02-01,8.5300
1923-03-01,8.7000
1923-04-01,8.3700
1923-05-01,8.0000
1923-06-01,7.6700
1923-07-01,7.3500
1923-08-01,7.4400
1923-09-01,7.4600
1923-10-01,7.3115
1923-11-01,7.5500
1923-12-01,7.8100
1924-01-01,8.0700
1924-02-01,8.1600
1924-03-01,8.0600
1924-04-01,7.9200
1924-05-01,7.9000
1924-06-01,8.0500
1924-07-01,8.3800
1924-08-01,8.7200
1924-09-01,8.5800
1924-10-01,8.5925
1924-11-01,8.8900
1924-12-01,9.3100
1925-01-01,9.6900
1925-02-01,9.8300
1925-03-01,9.5200
1925-04-01,9.4800
1925-05-01,9.7300
1925-06-01,9.8000
1925-07-01,9.9600
1925-08-01,10.1100
1925-09-01,10.3600
1925-10-01,11.1782
1925-11-01,10.8900
1925-12-01,11.1500
1926-01-01,11.3400
1926-02-01,11.3900
1926-03-01,10.7100
1926-04-01,10.4000
1926-05-01,10.5800
1926-06-01,11.2000
1926-07-01,11.8700
1926-08-01,12.4900
1926-09-01,12.6900
1926-10-01,12.5315
1926-11-01,12.6200
1926-12-01,13.0100
1927-01-01,13.1900
1927-02-01,13.6300
1927-03-01,14.0300
1927-04-01,14.4900
1927-05-01,15.0000
1927-06-01,15.1200
1927-07-01,15.8200
1927-08-01,16.8600
1927-09-01,17.8200
1927-10-01,17.5267
1927-11-01,18.1300
1927-12-01,18.6500
1928-01-01,18.8100
1928-02-01,18.8700
1928-03-01,19.9400
1928-04-01,21.2600
1928-05-01,21.8300
1928-06-01,20.9100
1928-07-01,21.0800
1928-08-01,21.7600
1928-09-01,23.0000
1928-10-01,23.6657
1928-11-01,25.1200
1928-12-01,25.3000
1929-01-01,27.0800
1929-02-01,27.1300
1929-03-01,27.6800
1929-04-01,27.5700
1929-05-01,27.7000
1929-06-01,27.9400
1929-07-01,29.9300
1929-08-01,31.4800
1929-09-01,32.5600
1929-10-01,24.9878
1929-11-01,21.1700
1929-12-01,22.0100
1930-01-01,22.3100
1930-02-01,23.7000
1930-03-01,24.5900
1930-04-01,25.8400
1930-05-01,24.3100
1930-06-01,21.8700
1930-07-01,21.5500
1930-08-01,21.3000
1930-09-01,21.0700
1930-10-01,17.2182
1930-11-01,16.9400
1930-12-01,16.0600
1931-01-01,16.7100
1931-02-01,18.1600
1931-03-01,18.5800
1931-04-01,16.8700
1931-05-01,15.4000
1931-06-01,15.0600
1931-07-01,15.5200
1931-08-01,15.0100
1931-09-01,12.8200
1931-10-01,11.4493
1931-11-01,11.4200
1931-12-01,9.3100
1932-01-01,9.3100
1932-02-01,9.3400
1932-03-01,9.4100
1932-04-01,7.1900
1932-05-01,6.3900
1932-06-01,5.5700
1932-07-01,5.8400
1932-08-01,8.8300
1932-09-01,9.7600
1932-10-01,8.2787
1932-11-01,8.4600
1932-12-01,8.2600
1933-01-01,8.7300
1933-02-01,7.8300
1933-03-01,7.8700
